S.Aci16581III	S.Aci16581III
M.Hpy30VIII	M.HpyAs004XI
M.Hpy30VIII	M.HpyAs005XIII
M.Hpy30VIII	M.HpyAs006X
M.Hpy30VIII	M.HpyAs009XII
M.Hpy30VIII	M.Hpy1838CX
M.Hpy30VIII	M.HpyFVIII
M.Hpy30VIII	M.HpyGI
M.Hpy30VIII	M.HpyG272VI
M.Hpy30VIII	M.HpyH1XIV
M.Hpy30VIII	M.HpyLIM1X
M.Hpy30VIII	M.HpyLIM2XIII
M.Hpy30VIII	M.HpyLIM3XI
M.Hpy30VIII	M.HpyLIM9VII
M.Hpy30VIII	M.HpyLIM10XII
M.Hpy30VIII	M.HpyMT5105XII
M.Hpy30VIII	M.HpyMT5111XII
M.Hpy30VIII	M.HpyMT5119XII
M.Hpy30VIII	M.HpyMT5125XV
M.Hpy30VIII	M.HpyMT5136XI
M.Hpy30VIII	M.HpyPVIII
M.Hpy30VIII	M.HpyPU001IX
M.Hpy30VIII	M.HpyPU002IX
M.Hpy30VIII	M.HpyPU003XII
M.Hpy30VIII	M.HpyPU004XII
M.Hpy30VIII	M.HpyPU006XII
M.Hpy30VIII	M.HpyPU007XIII
M.Hpy30VIII	M.HpyPU008XIII
M.Hpy30VIII	M.HpyPU010XIV
M.Hpy30VIII	M.HpySH011X
M.Hpy30IX	M.Hpy30IX
M.Hpy30IX	M.Hac12686X
M.Hpy30IX	M.Hpy8I
M.Hpy30IX	M.Hpy32IX
M.Hpy30IX	M.Hpy57IX
M.Hpy30IX	M.Hpy66XIII
M.Hpy30IX	M.Hpy12823IX
M.Hpy30IX	M.Hpy13094XII
M.Hpy30IX	M.Hpy13338X
M.Hpy30IX	M.Hpy13345XI
M.Hpy30IX	M.HpyAS001IX
M.Hpy30IX	M.HpyAs002IX
M.Hpy30IX	M.HpyAs003IX
M.Hpy30IX	M.HpyAs004IX
M.Hpy30IX	M.HpyAs005XI
M.Hpy30IX	M.HpyAs006VIII
M.Hpy30IX	M.HpyAs009VI
M.Hpy30IX	M.HpyC11637IX
M.Hpy30IX	M.HpyFIX
M.Hpy30IX	M.HpyG272IX
M.Hpy30IX	M.HpyH1VIII
M.Hpy30IX	M.HpyLIM1IX
M.Hpy30IX	M.HpyLIM2X
M.Hpy30IX	M.HpyLIM3IX
M.Hpy30IX	M.HpyLIM5IX
M.Hpy30IX	M.HpyLIM6VIII
M.Hpy30IX	M.HpyLIM7VIII
M.Hpy30IX	M.HpyLIM8VII
M.Hpy30IX	M.HpyLIM9IX
M.Hpy30IX	M.HpyLIM10X
M.Hpy30IX	M.HpyMT5111IX
M.Hpy30IX	M.HpyMT5118VI
M.Hpy30IX	M.HpyMT5119X
M.Hpy30IX	M.HpyMT5124IX
M.Hpy30IX	M.HpyMT5135VIII
M.Hpy30IX	M.HpyMT5136VIII
M.Hpy30IX	M.HpyPU001VIII
M.Hpy30IX	M.HpyPU002VIII
M.Hpy30IX	M.HpyPU003X
M.Hpy30IX	M.HpyPU004X
M.Hpy30IX	M.HpyPU006XI
M.Hpy30IX	M.HpyPU007XI
M.Hpy30IX	M.HpyPU009X
M.Hpy30IX	M.HpyPU010XII
M.Hpy30IX	M.HpySH002X
M.Hpy30IX	M.HpySH011IX
M.Hpy30IX	M.HpyUM032XI
M.Hpy30IX	M.HpyUM037V
Hpy30XI	Hpy30XI
Hpy30XI	HpyC1I
M1.Hpy30XI	M1.Hpy30XI
M1.Hpy30XI	M1.Hpy32XIII
M1.Hpy30XI	M1.Hpy66X
M1.Hpy30XI	M1.Hpy298X
M1.Hpy30XI	M1.Hpy300VI
M1.Hpy30XI	M1.Hpy13345III
M1.Hpy30XI	M1.HpyC11637IV
M1.Hpy30XI	M2.HpyFXIII
M1.Hpy30XI	M1.HpyG272XII
M1.Hpy30XI	M1.HpyUM037VI
M.Hpy30XVI	M.Hpy30XVI
M.Hpy30XVI	M.HpyAXVII
M.Hpy30XVI	M.HpyH1XI
M.Hpy30XVI	M.HpyLIM3XIV
M.Hpy30XVI	M.HpyUM037XII
S.Hpy32XIV	S.Hpy32XIV
S.Hpy32XIV	S.Hpy32XVI
S.Hpy32XIV	S.HpyPU008XV
M.Hpy32XV	M.Hpy32XV
M.Hpy32XV	M.Hpy299XIII
M.Hpy32XV	M.Hpy13094XV
M.Hpy32XV	M.HpyAs004XIII
M.Hpy32XV	M.HpyAs005XVI
M.Hpy32XV	M.HpyAs006XII
M.Hpy32XV	M.HpyAs008XIII
M.Hpy32XV	M.HpyG272XIV
M.Hpy32XV	M.HpyLIM5XIV
M.Hpy32XV	M.HpyLIM8XI
M.Hpy32XV	M.HpyMT5105V
M.Hpy32XV	M.HpyMT5135XIII
M.Hpy32XV	M.HpyMT5136XIII
M.Hpy32XV	M.HpyPX
M.Hpy32XV	M.HpyPU007XIV
M.Hpy32XV	M.HpyPU009XIV
M.Hpy32XV	M.HpyPU010XVI
M.Hpy32XV	M.HpySH014VI
M.Hpy32XV	M.HpyMT5111XIII
M.Hpy32XV	M.HpyLIM1XIII
M.MhyGDL1II	M.MhyGDL1II
MhyGDL1III	MhyGDL1III
Mis1I	Mis1I
M.Mis1I	M.Mis1I
MjaI	MjaI
MjaII	MjaII
M.MjaII	M.MjaII
MjaIII	MjaIII
MjaIII	BstXII
M.MjaIII	M.MjaIII
M.MjaIII	M.TmeBI
MjaIV	MjaIV
M.MjaIV	M.MjaIV
MjaV	MjaV
M.MjaV	M.MjaV
M.MjaV	M.KnaRZS01I
M.MjaV	M.Bsp21507II
M.MjaV	M.KsaCV1II
M.MjaVII	M.MjaVII
M.MjaVII	M.MjaVIII
S.MjaVII	S.MjaVII
S.MjaVIII	S.MjaVIII
M.MjaIX	M.MjaIX
S.MjaIX	S.MjaIX
S.MjaX	S.MjaX
S.Mla7911II	S.Mla7911II
M1.Mla7911III	M1.Mla7911III
M1.Mla7911III	M2.MnlI
M2.Mla7911III	M2.Mla7911III
M2.Mla7911III	M1.MnlI
M2.Mla7911III	M1.Ngo206I
M2.Mla7911III	M1.Hca12410I
S.MlaZI	S.MlaZI
M.MlaZII	M.MlaZII
MluI	MluI
S.Mlu211I	S.Mlu211I
S.Mlu211I	S.Mlu7503I
M.Mlu211II	M.Mlu211II
Mlu211III	Mlu211III
M.Mlu211IV	M.Mlu211IV
S.Mlu1254I	S.Mlu1254I
S.Mlu1254I	S.MspS333I
S.Mlu7503II	S.Mlu7503II
S.Mlu7563I	S.Mlu7563I
S.Mly963I	S.Mly963I
S.Mma927II	S.Mma927II
S.Mma5219I	S.Mma5219I
S.MmaMMA1I	S.MmaMMA1I
M.MmaMMA1II	M.MmaMMA1II
M.MmaMMA1II	M.Mma927I
MmeI	MmeI
MmeI	CchIII
MmeII	MmeII
S.Mmo63I	S.Mmo63I
S.Mmo63I	S.Aca2539I
S.Mmo133I	S.Mmo133I
S.Mmo133I	S.PspHJ039II
S.Mmo235II	S.Mmo235II
S.Mmo365II	S.Mmo365II
S.Mmo365II	S.Mmo172I
S.Mmo365II	S.Mmo12289I
S.Mmo365III	S.Mmo365III
S.MmoTt01I	S.MmoTt01I
S.MmoTt01I	S.Mmo63III
S.MmoTt01I	S.Mmo12286I
S.MmoTt01I	S.Pre7476I
S.Mmu11497I	S.Mmu11497I
S.Psp2401II	S.Psp2401II
M.Psp2401III	M.Psp2401III
M.Psp2401III	M.Ala10116II
M.Psp2401III	M.Nba100970I
M.Psp2401III	M.AspAMDII
M.Psp2401III	M.Cla12893I
M.Psp2401III	M.Cje263V
M.Psp2401III	M.Ega163I
M.Psp2401III	M.Efa4125II
M.Psp2401III	M.MfuSI
M.Psp2401III	M.Mru1279I
M.Psp2401III	M.PacBCC1I
M.Psp2401III	M.Lac13720I
M.Psp2401III	M.Lre384I
M.Psp2401III	M.LreE18I
M.Psp2401III	M.SbaFS03PI
M.Psp2401III	M.SbaCM006I
M.Psp2401III	M.SorTM7I
M.Psp2401III	M.SbaS31I
M.Psp2401III	M.Sau12196II
S.Psp2401III	S.Psp2401III
S.Psp3121II	S.Psp3121II
M.Psp3121IV	M.Psp3121IV
M.Psp4604II	M.Psp4604II
S.Psp4604II	S.Psp4604II
M.Psp4604III	M.Psp4604III
M.Psp4604III	M.Ssp107133II
S.Psp5444I	S.Psp5444I
M.Psp13161I	M.Psp13161I
S.Psp27299I	S.Psp27299I
S.Psp42545I	S.Psp42545I
S.Psp65A3I	S.Psp65A3I
S.PspABC1I	S.PspABC1I
S.PspABC1I	S.Bth426III
S.PspABC1II	S.PspABC1II
M.PspAT13I	M.PspAT13I
M.PspAT13I	M.Bdo17855II
M.PspAT13I	M.Bth10582II
M.PspAT13I	M.Bth13706I
M.PspAT13I	M.Bvu10583II
M.PspAT13I	M.PdeF0105I
M.PspAT13I	M.Pdo1047II
M.PspAT13I	M.Pme0300III
M.PspAT13I	M.Pme0301III
M.PspAT13I	M.Pni630II
M.PspAT13I	M.Psc361BI
M.PspAT13I	M.PspRep29I
M.PspAT13I	M.TdeVII
S2.PspAT13I	S2.PspAT13I
S2.PspAT13I	S2.Pni630II
M.PspAT13II	M.PspAT13II
M.PspAT13II	M.Pdi344II
S.PspBM10I	S.PspBM10I
S.PspBM10II	S.PspBM10II
M.PspBM10III	M.PspBM10III
M.PspBM10III	M.Ble401IV
M.PspBM10III	M.Cal14237IV
M.PspBM10III	M.Lci12438III
M.PspBM10III	M.Lsa11988I
M.PspBM10III	M.Lwa13017I
S.PspBM10III	S.PspBM10III
M.PspCT06I	M.PspCT06I
M.PspCT06I	M.Bpy11853I
S.PspD7DI	S.PspD7DI
S.PspE19II	S.PspE19II
M.PspE93I	M.PspE93I
S.PspE93I	S.PspE93I
S2.PspE93II	S2.PspE93II
M.PspE93III	M.PspE93III
M1.PspE131I	M1.PspE131I
S1.PspE131I	S1.PspE131I
S.PspE131II	S.PspE131II
S.PspE131II	S.PspE19I
S.PspE133I	S.PspE133I
S2.PspE133II	S2.PspE133II
S.PspE225II	S.PspE225II
S.PspE225III	S.PspE225III
S.PspE228I	S.PspE228I
S.PspE228III	S.PspE228III
M1.PspE228IV	M1.PspE228IV
S2.PspE1317I	S2.PspE1317I
M.PspE1317II	M.PspE1317II
S.PspE1522I	S.PspE1522I
S.PspE1522II	S.PspE1522II
S.PspE1522III	S.PspE1522III
S2.PspF0043I	S2.PspF0043I
S2.PspF0043I	S3.Pin2734III
M.PspF0648I	M.PspF0648I
M.PspF0648I	M.Pen113I
S.PspF0648II	S.PspF0648II
S.PspF0648II	S.Pje697II
M.PspF0648III	M.PspF0648III
M.PspF0648III	M.PjeF0106V
S.PspF0648III	S.PspF0648III
S.PspF0648III	S.Bvu10583I
S.PspF0648III	S.PjeF0106V
PspGI	PspGI
M.PspGI	M.PspGI
S1.Eco9070II	S1.Eco9070II
S2.Eco9070II	S2.Eco9070II
Eco9078I	Eco9078I
Eco9078I	Eco13441IV
Eco9078I	M.Eco13441IV
Eco9078I	Kpn39795III
Eco9078I	Sen373III
M.Eco9081I	M.Eco9081I
S4.Eco9081I	S4.Eco9081I
S.Eco9094II	S.Eco9094II
S.Eco9094II	S.Eco9067I
S.Eco9104II	S.Eco9104II
S.Eco9104II	S.Eco13II
S.Eco9112I	S.Eco9112I
S.Eco9113I	S.Eco9113I
S.Eco9113I	S.CweMH18II
S.Eco9113I	S2.Eco9089I
S.Eco9113I	S.Eco11133I
M.Eco9272II	M.Eco9272II
M.Eco9272II	M.Eco57I
M.Eco9272II	M.EcoC9969I
M.Eco9272II	M.Eta370I
Eco9699II	Eco9699II
S.Eco9967II	S.Eco9967II
S.Eco9967II	S.Kpn223II
S.Eco9967II	S.Sen43845III
S.Eco10089I	S.Eco10089I
S.Eco10089I	S.Eco7152I
S.Eco10089I	S.Eco8196I
S.Eco10089I	S.EcoC9707I
S.Eco10089I	S.EcoHBIII
S.Eco10429I	S.Eco10429I
M.Eco10429II	M.Eco10429II
S.Eco10758I	S.Eco10758I
S.Eco10758I	S2.Kpn9150I
S.Eco10767I	S.Eco10767I
S.Eco10767I	S.Eco299I
S.Eco10855I	S.Eco10855I
S.Eco10855I	S.Eco08II
S1.Eco10863II	S1.Eco10863II
S1.Eco10865II	S1.Eco10865II
S2.Eco10865II	S2.Eco10865II
S1.Eco10957I	S1.Eco10957I
S.Eco10959II	S.Eco10959II
S.Eco10959II	S.Eco9003I
S1.Eco11100II	S1.Eco11100II
S1.Eco11100II	S1.Eco9081I
S2.Eco11100II	S2.Eco11100II
S.Eco11101I	S.Eco11101I
S.Eco11101I	S.Csp46I
S.Eco11101I	S.Eco3133II
S.Eco11101I	S.Kpn75II
S.Eco11101I	S.Rpl13095II
M2.Hpy13094IV	M2.Hpy13094IV
M2.Hpy13094IV	M1.HpyAs009IV
M2.Hpy13094IV	M2.HpyMT5111III
M2.Hpy13094IV	M2.HpyMT5119IV
M2.Hpy13094IV	M2.HpyMT5125IV
M2.Hpy13094IV	M1.HpyMT5135III
M2.Hpy13094IV	M1.HpyPU002IV
M2.Hpy13094IV	M2.HpyPU003III
M2.Hpy13094IV	M1.HpyPU004IV
M2.Hpy13094IV	M1.HpyPU007IV
S.Hpy13094XV	S.Hpy13094XV
S.Hpy13094XV	S.Hpy32XV
S.Hpy13094XV	S.Hpy299XIII
S.Hpy13094XV	S.HpyG272XIV
S.Hpy13094XV	S.HpyLIM8X
S.Hpy13094XV	S.HpyLIM9XIII
S.Hpy13094XV	S.HpyMT5105V
S.Hpy13094XV	S.HpyPU003VI
S.Hpy13094XV	S.HpyPU009VI
S.Hpy13094XV	S.HpySH014VI
M2.Hpy13338IV	M2.Hpy13338IV
M.Hpy13338VI	M.Hpy13338VI
M.Hpy13338VI	M.Cup11840IX
M.Hpy13338VI	M.Hpy57X
HpyAII	HpyAII
HpyAIII	HpyAIII
M.HpyAXI	M.HpyAXI
M.HpyAXI	M.HpyS299VI
HpyAXVI-mut1	HpyAXVI-mut1
HpyAXVI-mut1	HpyAXVI-mut2
HpyAXVIIIA	HpyAXVIIIA
HpyAXVIIIB	HpyAXVIIIB
M.HpyAXVIII	M.HpyAXVIII
Hpy87AI	Hpy87AI
Hpy87AI	HpyAIV
HpyAs002XIII	HpyAs002XIII
HpyAs002XIII	HpyAS001VI
HpyAs002XIII	HpyAs005VII
HpyAs002XIII	HpyPU007XIX
S.Kox11683II	S.Kox11683II
S.Kox11683II	S.CfrMH15I
S.Kox11683II	S.Eco293I
S.Kox11683II	S.Eco644II
S.Kox11683II	S.Eco2747I
S.Kox11683II	S.Eco4465I
S.Kox11683II	S.Eco12900I
S.Kox11683II	S.Rpl10263I
S.Kox11683II	S.Sen313III
S.Kox11683II	S.Sen5791I
S.Kox11683II	S.Sen6802II
S.Kox11683II	S.Sen76213I
S.Kox11683II	S.Eco9094I
S.Kox11683II	S.SwoAI
S.Kox11683III	S.Kox11683III
S.KoxNIH2I	S.KoxNIH2I
S.KoxNIH2I	S.MprAceLV
S.KoxNIH2I	S.Pma81I
S.KoxNIH2I	S.Pst294I
S.KoxNIH2I	S.Sbo12419II
KpnI	KpnI
Kpn2I	Kpn2I
M.Kpn2I	M.Kpn2I
S.Kpn21II	S.Kpn21II
S.Kpn23I	S.Kpn23I
S.Kpn23I	S.Dso99II
S.Kpn23I	S.SmaUMH9I
M.Kpn36II	M.Kpn36II
M.Kpn36II	M.Kpn49I
M.Kpn36II	M.Kpn109II
S.Kpn39III	S.Kpn39III
S.Kpn39III	S.SmaUMH9II
S.Kpn0080II	S.Kpn0080II
S.Kpn0080II	S.Kpn46II
M1.Kpn139II	M1.Kpn139II
M1.Kpn139II	M1.Eco0053I
M.Kpn156II	M.Kpn156II
M.Kpn156II	M.CfrMH16II
M.Kpn156II	M.Eae35I
M.Kpn156II	M.Eco9966II
M.Kpn156II	M.Eco11122II
M.Kpn156II	M.Pca67II
M.Kpn156II	M.Pfl300I
M.Kpn156II	M.Rsp34AII
M.Kpn156II	M.Sen6480III
S.Kpn0158I	S.Kpn0158I
M.Kpn160III	M.Kpn160III
M.Kpn160III	M.Kpn0080III
S.Kpn204I	S.Kpn204I
S.Kpn204I	S.Cco1330I
S.Kpn204I	S.Kpn8849I
M.Kpn5046I	M.Kpn5046I
M.Kpn5046I	M.Cko11076III
M.Kpn5046I	M.CspM006I
M.Kpn5046I	M.Eco03279I
M.Kpn5046I	M.Kpn555II
M.Kpn5046I	M.Kpn1936I
M.Kpn5046I	M.Kpn8839I
M.Kpn5046I	M.Kpn13669I
M.Kpn5046I	M.SspNIH1I
S.Kpn5050I	S.Kpn5050I
S.Kpn5050I	S.EcoOS427I
S.Kpn5050I	S.Kpn9601I
Kpn5054II	Kpn5054II
Kpn5054II	Kpn8883IV
Kpn5054II	Kpn9657II
Kpn5054II	Kpn10313II
Kpn5054II	KpnNIH30III
S1.Kpn8172I	S1.Kpn8172I
M.Kpn8849I	M.Kpn8849I
M.Kpn8849I	M.Cco1330I
M.Kpn8849I	M.Kpn204I
S.Nde13012II	S.Nde13012II
S.Nel10660I	S.Nel10660I
S.Nel11050I	S.Nel11050I
S.Nel11050I	S.Nme8554III
S.Nfa1509I	S.Nfa1509I
S.Nfa1509I	S.Nfa11134II
M.Nfa1509III	M.Nfa1509III
M.Nfa1509III	M.Nsp372III
S.Nfl8263II	S.Nfl8263II
S.Nfl8263II	S.Hpa10671I
S.Nfl8263IV	S.Nfl8263IV
NflHI	NflHI
NflHI	Nfl8263I
NflHI	NmeAIII
NflHI	Nmu10774II
NflHII	NflHII
S.Ngo204I	S.Ngo204I
S.Ngo204I	S.Ngo1370I
S.Ngo204I	S.Ngo6140I
S.Ngo204I	S.NgoWLI
S.Ngo204I	S.Nme95I
M2.Ngo11421I	M2.Ngo11421I
S.Ngo13801III	S.Ngo13801III
NgoAIII	NgoAIII
S1.NgoAV	S1.NgoAV
NgoAVIII	NgoAVIII
M.NgoAXV	M.NgoAXV
M.NgoAXV	M.NgoBV
M.NgoAXV	M.NlaIV
M.NgoAXV	M.Nme95II
M.NgoAXV	M.NmeAVI
M.NgoAXV	M.Hpy57XVII
NgoBI	NgoBI
NgoBI	NgoAI
NgoBI	HaeII
NgoBV	NgoBV
NgoBVIII	NgoBVIII
NgoBVIII	NgoAXVI
NgoFVII	NgoFVII
NgoFVII	NgoAVII
M.NgoFVII	M.NgoFVII
M.NgoFVII	M.NgoAVII
M.NgoMI	M.NgoMI
M.NgoMI	M.HaeII
M.NgoMI	M.NgoAI
M.NgoMI	M.NgoBI
NgoMIV	NgoMIV
NgoMIV	NgoAIV
NgoPII	NgoPII
NgoPII	NgoAII
NgoSII	NgoSII
S.Pni109I	S.Pni109I
S.Pni109I	S.Pni9336II
S2.Pni109II	S2.Pni109II
M.Pni630IV	M.Pni630IV
M.Pni630IV	M.Pin2734IV
M.Pni9336II	M.Pni9336II
M.Pni9336II	M.Pni109I
M.Pni10691I	M.Pni10691I
S.Pni10691I	S.Pni10691I
S.Pni10691II	S.Pni10691II
M.Pno11628I	M.Pno11628I
S.Pno11628I	S.Pno11628I
M.Pod15391I	M.Pod15391I
M.Pod15391I	M.BspRI
M.Pod15391I	M.BsuRI
S.Pol10860II	S.Pol10860II
S.Pol10860II	S.LhoZ1I
S2.Por13071I	S2.Por13071I
M.Por13071III	M.Por13071III
M.Por13071III	M.Pme0299I
M.Por13071III	M.Pme0301II
S.Ppe12737I	S.Ppe12737I
S.Pph10526I	S.Pph10526I
M.Pph10526II	M.Pph10526II
Pph13350II	Pph13350II
Pph13350II	Bsp460III
Pph13350II	RpaBI
Pph13350II	RpaB5I
S.PpiP14II	S.PpiP14II
S.PpiP14II	S.CetTSPH2I
S.PpiP14II	S.Ssp354II
M.Ppn3I	M.Ppn3I
M.Ppn3I	M.AcaR252III
M.Ppn3I	M.AspNIH4IV
M.Ppn3I	M.EclF77III
M.Ppn3I	M.EcoNIH2II
M.Ppn3I	M.Kpn36I
M.Ppn3I	M.Kpn5054I
M.Ppn3I	M.Kpn9644I
M.Ppn3I	M.SenLG24II
M.Ppn3I	M.Spu10738II
M.Ppn3I	M.Pme10897I
M.Ppn3I	M.PfuZJU1I
S.Ppn3I	S.Ppn3I
M.Ppo518I	M.Ppo518I
M.Ppo518I	M.Sha130II
M.Ppo518I	M.SspS39I
M.Ppo518I	M2.Sru3002I
S.Ppo518I	S.Ppo518I
M.Ppr700II	M.Ppr700II
M.Pps5344I	M.Pps5344I
M.Pps5344I	M.SspI
M.Pps5344II	M.Pps5344II
S.Pps5344II	S.Pps5344II
S.Pps5344II	S.PspNIH3I
S.Pps5344III	S.Pps5344III
S.Ppu13185I	S.Ppu13185I
M.PpuAA7I	M.PpuAA7I
M.PpuAA7I	M.Bps1651III
M.PpuAA7I	M.CoxT2I
M.PpuAA7I	M.Cte10698I
M.PpuAA7I	M.JspWT3II
M.PpuAA7I	M.Pfl3756I
M.PpuAA7I	M.Pst10475I
M.PpuAA7I	M.Sma10259I
M.PpuAA7I	M.Aca12244I
M.PpuAA7I	M.Cpo1II
M.PpuAA7I	M.Eco051I
M.PpuAA7I	M.Eco067I
M.PpuAA7I	M.Eco3165I
M.PpuAA7I	M.Eco3936II
M.PpuAA7I	M.Eco4356I
M.PpuAA7I	M.Eco9010I
M.PpuAA7I	M.Eco9016I
M.PpuAA7I	M.Eco9024II
M.PpuAA7I	M.Eco9038I
M.PpuAA7I	M.Eco9070I
M.PpuAA7I	M.Eco9077I
M.PpuAA7I	M.Eco9112I
M.PpuAA7I	M.Eco10082I
M.PpuAA7I	M.Eco11475I
M.PpuAA7I	M.Eco13452I
M.PpuAA7I	M.Eco61770I
M.PpuAA7I	M.EcoA30I
M.PpuAA7I	M.EcoBE25I
M.PpuAA7I	M.EcoC9124I
M.PpuAA7I	M.EcoC9778I
M.PpuAA7I	M.EcoC9963I
M.PpuAA7I	M.Efe1499I
M.PpuAA7I	M.Eta10397I
M.PpuAA7I	M.Kpn46I
M.PpuAA7I	M.Kpn66I
M.PpuAA7I	M.Kpn5050II
M.PpuAA7I	M.Kpn9166I
M.PpuAA7I	M.Psp16SW7I
M.PpuAA7I	M.Rpl12998I
M.PpuAA7I	M.Sbl10965I
M.PpuAA7I	M.Sen13I
M.PpuAA7I	M.Sen23I
M.PpuAA7I	M.Sen35I
M.PpuAA7I	M.Sen368II
M.PpuAA7I	M.Sen1175I
M.PpuAA7I	M.Sen1655II
M.PpuAA7I	M.Sen3072IV
M.PpuAA7I	M.Sen5706I
M.PpuAA7I	M.Sen5713III
M.PpuAA7I	M.Sen5773I
M.PpuAA7I	M.Sen5793II
M.PpuAA7I	M.Sen5801III
M.PpuAA7I	M.Sen6086I
M.PpuAA7I	M.Sen6385III
M.PpuAA7I	M.Sen6754II
M.PpuAA7I	M.Sen6759I
M.PpuAA7I	M.Sen7318I
M.PpuAA7I	M.Sen7349V
M.PpuAA7I	M.Sen7404I
M.PpuAA7I	M.Sen7406I
M.PpuAA7I	M.Sen8273I
M.PpuAA7I	M.Sen8495III
M.PpuAA7I	M.Sen10381III
M.PpuAA7I	M.Sen12116III
M.PpuAA7I	M.Sen43845V
M.PpuAA7I	M.Sen69835III
M.PpuAA7I	M.SenAboIV
M.PpuAA7I	M.SenC9854III
M.PpuAA7I	M.SenSPBI
M.PpuAA7I	M.Sma0027I
M.PpuAA7I	M.Sod353I
M.PpuAA7I	M.Sod11214I
M.PpuAA7I	M.Ssp11881I
M.PpuAA7I	M.StySPI
M.PpuAA7I	M.Gpa4557I
M.PpuAA7I	M.Aap10433I
M.PpuAA7I	M.Gpa912II
M.PpuAA7I	M.Hsp116I
M.PpuAA7I	M.Asa22732I
M.PpuAA7I	M.AspDUT2I
M.PpuAA7I	M.CfrMH16III
M.PpuAA7I	M.Eco11474I
M.PpuAA7I	M.Kae363I
M.PpuAA7I	M.Kox10261I
M.PpuAA7I	M.ZalSM2I
M.PpuAA7I	M.Lra68III
M.PpuAA7I	M.LjoG2AI
M.PpuAA7I	M.Lsp6406X
M.PpuAA7I	M.Mwh3033III
M.PpuAA7I	M.Hal350II
M.PpuAA7I	M.Hal8535I
M.PpuAA7I	M.Ssp354I
M.PpuAA7I	M.Val10675I
M.PpuAA7I	M.YpsEP2I
M.PpuAA7I	M.Sni2001II
M.PpuAA7I	M.Xor86II
M.PpuAA7I	M.Xor133II
M.PpuAA7I	M.Xor256III
M.PpuAA7I	M.Xor7341I
M.PpuAA7I	M.Xor7342I
M.PpuAA7I	M.XorOR1I
M.PpuAA7I	M.SonIV
M.PpuAA7I	M.Spu10737IV
M.PpuAA7I	M.Vha109I
S.PpuAA7I	S.PpuAA7I
S.PpuS12I	S.PpuS12I
S.PpuS12I	S.Eco10960I
S.PpuS12I	S.PspR76I
M.PquI	M.PquI
M.PquI	M.PceAsII
M.PquI	M.PsaCIII
S.Pre330I	S.Pre330I
S.Pre330II	S.Pre330II
S.PreB001I	S.PreB001I
M.Pre8TI	M.Pre8TI
S.Pre8TI	S.Pre8TI
M.PriM8I	M.PriM8I
S.PriM8I	S.PriM8I
M.Pro11594I	M.Pro11594I
S.Pro11594I	S.Pro11594I
S.Pro11594II	S.Pro11594II
S.Pro11594II	S.Cje13492I
M1.Pru9I	M1.Pru9I
M1.Pru9I	M2.Cte500III
M2.Pru9I	M2.Pru9I
S.Pru6933I	S.Pru6933I
M2.Pru12026I	M2.Pru12026I
M2.Pru12026I	M2.Aba7412I
M2.Pru12026I	M2.Cam166I
M2.Pru12026I	M2.Cko25III
M2.Pru12026I	M2.Cko11077I
M2.Pru12026I	M2.Ecl34977I
M2.Pru12026I	M2.Eco77I
M2.Pru12026I	M2.Eco9023I
M2.Pru12026I	M2.EcoA10I
M2.Pru12026I	M2.EcosA33III
M2.Pru12026I	M2.Kpn11420II
M2.Pru12026I	M2.Kpn11675I
M2.Pru12026I	M2.RorR1I
M2.Pru12026I	M2.Sen483I
M2.Pru12026I	M2.Sen7388III
M2.Pru12026I	M2.Sen8261II
M2.Pru12026I	M2.Sen8692II
M2.Pru12026I	M2.SenAboIII
M2.Pru12026I	M2.Pme5I
M2.Pru12026I	M2.SpaD2II
M2.Pru12026I	M2.Spu10737I
M2.Pru12026I	M2.Van11008I
M2.Pru12026I	M2.Pda11646I
M2.Pru12026I	M2.Vfl33809I
M2.Pru12026I	M2.Vha345I
M2.Pru12026I	M2.Vvu117III
S.Sma10499I	S.Sma10499I
S.Sma13382I	S.Sma13382I
S.Sma13382I	S.Sma36365I
M.Sma13765I	M.Sma13765I
M.Sma13765I	M.Lsp590II
M.Sma13765I	M.MmyCII
S.Sma13920I	S.Sma13920I
S.Sma13920I	S.Eta10397I
S.Sma13920I	S.SenC9854III
S.Sma13920I	S.Sma0027I
S.Sma13920I	S.Eco9016I
S.Sma13920I	S.Eco11474I
M.Sma36365II	M.Sma36365II
M.Sma36365II	M.SmaI
M.SmaAA1I	M.SmaAA1I
M.SmaAA1I	M.Pae490II
S.SmaAA1I	S.SmaAA1I
M.SmaF1I	M.SmaF1I
S.SmaF1I	S.SmaF1I
S3.Sma11558SII	S3.Sma11558SII
S3.Sma11558SII	S1.Sma11558SI
S.Sma11558SIII	S.Sma11558SIII
S.SmaUMH3I	S.SmaUMH3I
S.SmaUMH3I	S.Sma79I
M.SmaUMH6I	M.SmaUMH6I
M.SmaUMH6I	M.Csp156II
S.SmaUMH7I	S.SmaUMH7I
S.SmaUMH7I	S.Eco10086III
S.SmaUMH12I	S.SmaUMH12I
S.SmaUMH12I	S.Ecl73II
S.SmaUMH12I	S.Kpn309074I
M.SmaUMH12II	M.SmaUMH12II
S.SmeC3II	S.SmeC3II
M.Smi10708I	M.Smi10708I
M2.Smi11169I	M2.Smi11169I
M2.Smi11169I	M2.San11062I
S.Smi11189I	S.Smi11189I
M.Smi12149I	M.Smi12149I
S.Smi12149I	S.Smi12149I
M.SmiP16B1I	M.SmiP16B1I
